[4:12];[7:3];[7:10];[7:14]
587.594;0;20.2691;0.0180469
587.594;0;20.2691;0.016637
587.594;0;20.2691;0.016073
588.571;0;20.2691;0.016073
588.083;0;20.2836;0.0129712
588.815;0;20.2836;0.0129712
587.472;0;20.2691;0.00986938
587.96;0;20.2691;0.0169189
588.083;0;20.2691;0.0132532
587.594;0;20.2691;0.0104333
587.35;0;20.2691;0.0183289
587.594;0;20.2691;0.016073
587.716;0;20.2836;0.0149451
588.815;0;20.2836;0.0109973
